1,2012-12-15 00:00:00.000,13,3,3
2,2012-10-03 00:00:00.000,141,5,1
3,2013-01-03 00:00:00.000,115,8,3
4,2012-09-24 00:00:00.000,135,10,4
5,2012-09-06 00:00:00.000,142,1,1
6,2012-12-23 00:00:00.000,108,4,2
7,2012-12-08 00:00:00.000,145,5,1
8,2013-01-14 00:00:00.000,147,11,6
9,2012-10-12 00:00:00.000,120,4,2
10,2012-09-03 00:00:00.000,4,1,3
11,2013-01-18 00:00:00.000,46,3,2
12,2013-01-17 00:00:00.000,85,3,1
13,2012-11-11 00:00:00.000,109,3,1
14,2012-10-09 00:00:00.000,92,8,1
15,2012-09-17 00:00:00.000,28,2,3
16,2013-01-12 00:00:00.000,64,4,1
17,2012-11-29 00:00:00.000,4,12,2
18,2012-10-22 00:00:00.000,25,4,4
19,2013-01-21 00:00:00.000,42,11,5
20,2012-12-18 00:00:00.000,23,8,5
21,2012-12-23 00:00:00.000,76,7,2
22,2012-12-02 00:00:00.000,69,5,2
23,2012-10-02 00:00:00.000,150,1,2
24,2013-01-14 00:00:00.000,112,10,2
25,2012-11-04 00:00:00.000,18,7,2
26,2012-12-12 00:00:00.000,77,10,5
27,2013-01-14 00:00:00.000,54,4,5
28,2012-12-06 00:00:00.000,117,5,1
29,2012-09-30 00:00:00.000,74,6,4
30,2012-10-28 00:00:00.000,151,12,2
31,2012-11-09 00:00:00.000,125,6,5
32,2012-10-08 00:00:00.000,32,5,5
33,2012-10-04 00:00:00.000,34,12,6
34,2012-12-31 00:00:00.000,153,3,5
35,2012-11-06 00:00:00.000,27,10,1
36,2012-10-04 00:00:00.000,137,1,4
37,2012-09-28 00:00:00.000,46,9,2
38,2012-09-12 00:00:00.000,148,5,3
39,2013-01-14 00:00:00.000,30,9,5
40,2013-01-14 00:00:00.000,36,11,3
41,2012-12-05 00:00:00.000,54,7,5
42,2012-12-11 00:00:00.000,24,2,3
43,2012-11-15 00:00:00.000,24,3,2
44,2012-09-14 00:00:00.000,151,1,2
45,2012-10-13 00:00:00.000,132,8,4
46,2012-09-16 00:00:00.000,127,3,2
47,2012-09-29 00:00:00.000,123,2,1
48,2012-12-19 00:00:00.000,86,2,1
49,2012-12-08 00:00:00.000,18,12,6
50,2012-10-14 00:00:00.000,74,8,5
51,2012-12-18 00:00:00.000,111,2,6
52,2013-01-17 00:00:00.000,100,2,4
53,2012-12-13 00:00:00.000,90,11,3
54,2012-12-08 00:00:00.000,70,5,2
55,2012-09-13 00:00:00.000,103,10,4
56,2013-01-01 00:00:00.000,18,11,5
57,2012-09-03 00:00:00.000,105,4,6
58,2012-11-25 00:00:00.000,58,6,2
59,2012-11-25 00:00:00.000,144,11,6
60,2013-01-21 00:00:00.000,1,11,5
61,2012-11-29 00:00:00.000,32,10,2
62,2012-09-19 00:00:00.000,33,8,6
63,2012-09-06 00:00:00.000,109,2,3
64,2012-09-05 00:00:00.000,87,8,6
65,2012-10-11 00:00:00.000,41,12,3
66,2012-12-05 00:00:00.000,152,10,3
67,2013-01-22 00:00:00.000,94,6,4
68,2013-01-08 00:00:00.000,69,2,5
69,2012-12-11 00:00:00.000,1,5,5
70,2012-11-29 00:00:00.000,44,10,2
71,2012-10-13 00:00:00.000,34,5,5
72,2013-01-13 00:00:00.000,21,12,5
73,2013-01-10 00:00:00.000,136,7,2
74,2012-10-25 00:00:00.000,105,4,2
75,2012-11-20 00:00:00.000,12,7,2
76,2013-01-12 00:00:00.000,95,4,2
77,2012-12-15 00:00:00.000,111,6,2
78,2012-09-27 00:00:00.000,100,2,1
79,2012-12-08 00:00:00.000,56,4,3
80,2012-09-09 00:00:00.000,80,1,6
81,2012-11-12 00:00:00.000,146,6,3
82,2012-11-16 00:00:00.000,82,11,1
83,2012-12-27 00:00:00.000,94,12,6
84,2012-10-06 00:00:00.000,41,7,3
85,2012-10-04 00:00:00.000,139,2,5
86,2012-09-22 00:00:00.000,56,1,3
87,2013-01-03 00:00:00.000,46,8,4
88,2013-01-10 00:00:00.000,8,5,4
89,2013-01-03 00:00:00.000,52,7,6
90,2012-10-24 00:00:00.000,120,4,4
91,2012-10-02 00:00:00.000,60,4,3
92,2012-10-29 00:00:00.000,122,4,6
93,2012-11-30 00:00:00.000,6,7,2
94,2012-09-25 00:00:00.000,53,8,2
95,2012-09-27 00:00:00.000,90,1,3
96,2012-11-21 00:00:00.000,152,9,6
97,2012-12-26 00:00:00.000,41,2,6
98,2012-10-05 00:00:00.000,31,10,3
99,2012-11-16 00:00:00.000,30,6,1
100,2012-10-16 00:00:00.000,63,7,6
101,2012-09-25 00:00:00.000,140,8,1
102,2012-10-18 00:00:00.000,19,1,1
103,2012-10-07 00:00:00.000,18,3,4
104,2012-10-31 00:00:00.000,100,1,6
105,2013-01-16 00:00:00.000,35,6,6
106,2013-01-21 00:00:00.000,82,7,5
107,2012-12-28 00:00:00.000,62,7,2
108,2012-10-21 00:00:00.000,11,9,5
109,2012-10-05 00:00:00.000,77,4,3
110,2012-10-27 00:00:00.000,105,4,1
111,2013-01-02 00:00:00.000,59,1,4
112,2012-10-30 00:00:00.000,82,10,4
113,2012-12-03 00:00:00.000,63,9,6
114,2013-01-22 00:00:00.000,114,8,6
115,2012-11-05 00:00:00.000,25,3,5
116,2012-12-07 00:00:00.000,14,10,3
117,2012-11-21 00:00:00.000,28,6,4
118,2012-12-05 00:00:00.000,46,7,5
119,2012-12-27 00:00:00.000,148,11,1
120,2012-10-09 00:00:00.000,111,9,3
121,2013-01-13 00:00:00.000,91,12,6
122,2012-12-26 00:00:00.000,114,9,1
123,2012-11-16 00:00:00.000,65,10,6
124,2012-11-12 00:00:00.000,29,1,3
125,2012-09-07 00:00:00.000,64,2,5
126,2012-12-28 00:00:00.000,150,12,3
127,2012-11-06 00:00:00.000,19,4,5
128,2012-11-05 00:00:00.000,146,5,4
129,2012-12-26 00:00:00.000,24,6,5
130,2012-12-30 00:00:00.000,69,12,5
131,2012-09-03 00:00:00.000,76,4,5
132,2012-09-05 00:00:00.000,111,1,5
133,2013-01-13 00:00:00.000,3,11,4
134,2012-12-17 00:00:00.000,139,3,3
135,2012-12-31 00:00:00.000,133,3,1
136,2012-10-09 00:00:00.000,33,11,3
137,2012-09-25 00:00:00.000,4,2,2
138,2012-10-01 00:00:00.000,9,4,6
139,2012-12-16 00:00:00.000,29,10,6
140,2012-12-02 00:00:00.000,17,6,5
141,2013-01-03 00:00:00.000,153,3,2
142,2012-09-03 00:00:00.000,71,2,6
143,2013-01-02 00:00:00.000,52,4,6
144,2012-09-04 00:00:00.000,116,3,4
145,2012-09-12 00:00:00.000,90,1,5
146,2012-09-30 00:00:00.000,20,5,3
147,2012-10-18 00:00:00.000,24,4,6
148,2012-11-11 00:00:00.000,64,9,1
149,2012-12-12 00:00:00.000,90,7,2
150,2013-01-21 00:00:00.000,3,11,2
151,2012-12-04 00:00:00.000,137,7,3
152,2012-12-24 00:00:00.000,18,3,1
153,2013-01-11 00:00:00.000,53,1,4
154,2012-10-30 00:00:00.000,155,5,4
155,2012-11-26 00:00:00.000,74,9,1
156,2012-11-15 00:00:00.000,66,9,2
157,2012-11-24 00:00:00.000,20,12,4
158,2012-09-03 00:00:00.000,35,8,1
159,2012-11-06 00:00:00.000,100,12,5
160,2012-09-04 00:00:00.000,129,12,2
161,2013-01-13 00:00:00.000,61,10,1
162,2012-11-01 00:00:00.000,78,12,1
163,2012-09-27 00:00:00.000,114,1,2
164,2012-12-20 00:00:00.000,65,4,3
165,2012-12-09 00:00:00.000,126,7,3
166,2013-01-18 00:00:00.000,119,3,5
167,2012-10-25 00:00:00.000,97,1,2
168,2012-11-04 00:00:00.000,95,11,1
169,2012-09-05 00:00:00.000,105,2,4
170,2012-09-05 00:00:00.000,73,2,4
171,2012-09-06 00:00:00.000,39,5,4
172,2012-12-13 00:00:00.000,132,11,1
173,2012-12-30 00:00:00.000,111,10,5
174,2012-11-08 00:00:00.000,10,1,2
175,2012-12-10 00:00:00.000,156,1,4
176,2013-01-05 00:00:00.000,92,11,1
177,2012-11-11 00:00:00.000,130,11,1
178,2012-12-07 00:00:00.000,66,12,1
179,2012-11-02 00:00:00.000,112,5,5
180,2013-01-11 00:00:00.000,1,3,2
181,2013-01-22 00:00:00.000,128,9,1
182,2012-09-28 00:00:00.000,79,9,4
183,2012-09-07 00:00:00.000,60,12,1
184,2012-11-08 00:00:00.000,118,11,1
185,2012-12-27 00:00:00.000,50,6,1
186,2012-11-30 00:00:00.000,22,11,5
187,2012-09-16 00:00:00.000,58,5,5
188,2012-12-14 00:00:00.000,86,6,3
189,2012-09-16 00:00:00.000,128,3,3
190,2012-11-24 00:00:00.000,91,6,3
191,2012-10-07 00:00:00.000,72,5,3
192,2012-09-18 00:00:00.000,96,5,4
193,2012-10-28 00:00:00.000,96,11,3
194,2012-11-12 00:00:00.000,8,12,4
195,2012-12-24 00:00:00.000,55,2,1
196,2012-12-24 00:00:00.000,134,8,3
197,2013-01-22 00:00:00.000,40,11,1
198,2012-09-13 00:00:00.000,69,6,2
199,2012-11-21 00:00:00.000,118,12,2
200,2012-11-06 00:00:00.000,12,4,1
201,2012-12-12 00:00:00.000,37,1,3
202,2012-09-12 00:00:00.000,31,12,6
203,2012-09-15 00:00:00.000,30,3,4
204,2012-09-04 00:00:00.000,123,1,5
205,2012-10-19 00:00:00.000,128,6,2
206,2012-10-31 00:00:00.000,133,5,4
207,2012-10-26 00:00:00.000,52,3,1
208,2012-12-18 00:00:00.000,98,11,4
209,2012-12-17 00:00:00.000,93,1,2
